Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Andrei Kuzmenko,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx2,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx2,,
Andreas Athanasiou,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Rasmus Andersson,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4.25,,,,,,,,,0.5sx4.75,,
Andrew Mangiapane,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.25,,
Nick Foligno,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2.5,,
Tyler Johnson,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Philipp Kurashev,,,0.5x1,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx2.25,,
Daniil Miromanov,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.25,,,,,,,,,0.5sx3.25,,
Connor Zary,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.25,,,,,,,,,0.5sx2.5,,
Jason Dickinson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Dryden Hunt,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Kevin Rooney,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Ryan Donato,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx3,,
Martin Pospisil,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Landon Slaggert,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Matt Coronato,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Taylor Raddysh,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Joey Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Lukas Reichel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
MacKenzie Entwistle,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Nathan MacKinnon,1.5x0.9,1.5sx1.05,,,,4.5x1,,,,,,,0.5x0.75,0.5sx1.25,,,,0.5x1,,,,,,,0.5x0.85,0.5sx1.1,
Mikko Rantanen,1.5sx1.1,1.5x0.9,,,,3.5x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.1,0.5x0.85,,,,,,,,,,0.5x1
Cale Makar,1.5sx1.5,1.5x0.7,,,,3.0x1,,,,,,,0.5x0.8,0.5sx1.25,,0.5sx1.25,0.5x0.8,,,,,,,,0.5sx2,,
Nick Suzuki,0.5x0.8,0.5sx1.25,,2.5sx1.25,2.5x0.8,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Cole Caufield,0.5x0.85,0.5sx1.1,,,,3.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Casey Mittelstadt,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3.75,,,,,,,,,0.5sx2,0.5x0.65,
Mike Matheson,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx4.5,,
Valeri Nichushkin,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.8,
Jonathan Drouin,0.5x0.9,0.5sx1.1,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2,,,,,,,,,0.5sx2,0.5x0.65,
Devon Toews,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx3.75,,
Josh Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Artturi Lehkonen,0.5x0.8,0.5sx1.2,,,,2.0x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.75,,,,,,,,,0.5sx1.5,0.5x0.7,
Brendan Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Alex Newhook,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Juraj Slafkovsky,,,0.5x1,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Zach Parise,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Andrew Cogliano,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Joel Armia,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Tanner Pearson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Miles Wood,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Ross Colton,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Jake Evans,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Samuel Girard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Yakov Trenin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Brandon Duhaime,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Rafael Harvey-Pinard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Clayton Keller,0.5x0.7,0.5sx1.5,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.75,
Johnny Gaudreau,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Matias Maccelli,,,0.5x1,,,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx3.75,,,,,,,,,0.5sx3,,
Nick Schmaltz,0.5x0.8,0.5sx1.25,,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Boone Jenner,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,,,,,0.5sx1.5,0.5x0.7,
Lawson Crouse,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx5.25,,,,,,,,,0.5sx2.25,,
Kirill Marchenko,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Alex Nylander,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2.25,,,0.5sx4,,,,,,,,,0.5sx2,0.5x0.65,
Ivan Provorov,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,,,
Dylan Guenther,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Cole Sillinger,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Sean Durzi,0.5sx1.05,0.5x0.9,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx5,,
Nick Bjugstad,0.5sx1.1,0.5x0.9,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.75,,,,,,,,,0.5sx2.25,,
Zach Werenski,0.5x0.85,0.5sx1.1,,,,3.5x1,,,,,,,,,0.5x1,0.5sx2.25,,,,,,,,,0.5sx3,,
Logan Cooley,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.75,,,,,,,,,0.5sx2.25,,
Alexander Kerfoot,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Dmitri Voronkov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Brendan Gaunce,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Mathieu Olivier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Alexandre Texier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Mikael Pyyhtia,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Michael Carcone,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Carson Meyer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Jack McBain,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Damon Severson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Liam O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Josh Doan,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Frank Vatrano,0.5x0.9,0.5sx1.05,,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Oliver Bjorkstrand,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Jared McCann,0.5x0.85,0.5sx1.1,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Troy Terry,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Mason McTavish,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Jaden Schwartz,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx1.75,0.5x0.65,
Jordan Eberle,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Alex Killorn,,,0.5x1,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2,0.5x0.65,
Ryan Strome,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx3,,
Andre Burakovsky,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx2.25,,
Matty Beniers,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Eeli Tolvanen,0.5x0.9,0.5sx1.05,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Leo Carlsson,0.5sx1.2,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Yanni Gourde,0.5sx1.1,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.5,,
Cam Fowler,0.5sx1.1,0.5x0.9,,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx5.25,,
Jakob Silfverberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Tomas Tatar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Kailer Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Tye Kartye,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Adam Larsson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Brandon Tanev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Max Jones,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Isac Lundestrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Brett Leason,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Ben Meyers,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Justin Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Matt Duchene,0.5x0.9,0.5sx1.1,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Jason Robertson,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Joe Pavelski,0.5x0.85,0.5sx1.1,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Roope Hintz,0.5x0.9,0.5sx1.1,,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Tyler Seguin,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Mason Marchment,0.5sx1.1,0.5x0.85,,1.5x0.9,1.5sx1.05,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
Wyatt Johnston,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Miro Heiskanen,0.5x0.9,0.5sx1.05,,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx2,0.5x0.65,,,,,,,,0.5sx3.5,,
Thomas Harley,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.75,,,,,,,,,0.5sx4,,
Jamie Benn,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2,0.5x0.65,
Mikael Granlund,0.5x0.9,0.5sx1.1,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx2.5,,,,,,,,,0.5sx2.5,,
Mike Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Alexander Barabanov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Fabian Zetterlund,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2,0.5x0.65,
Thomas Bordeleau,0.5sx1.25,0.5x0.8,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
William Eklund,0.5sx1.1,0.5x0.85,,,,1.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2.75,,
Logan Stankoven,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2,,
Radek Faksa,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Justin Bailey,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Sam Steel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Klim Kostin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Filip Zadina,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Nico Sturm,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Ryan Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Luke Kunin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Craig Smith,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
